mean,median,min,max,std,file
-7.725151797244169,-7.7,-14.9,0.2999999999999998,0.9931382005079373,C1_background_1.bin
-7.724896328222887,-7.7,-15.7,0.4999999999999991,1.0616144899775728,C1_background_10.bin
-7.725213204220003,-7.7,-16.7,1.1000000000000005,1.034260400408398,C1_background_11.bin
-7.729712635355371,-7.7,-14.9,-0.10000000000000053,1.0488082987181284,C1_background_12.bin
-7.733316484752675,-7.7,-15.3,-0.10000000000000053,1.051068991592288,C1_background_13.bin
-7.731715022826596,-7.7,-15.7,1.1000000000000005,1.0828069506076328,C1_background_14.bin
-7.729008275340075,-7.7,-15.100000000000001,-0.10000000000000053,1.0625722906021373,C1_background_15.bin
-7.720659726944985,-7.7,-14.9,-0.5,1.0637104362962535,C1_background_16.bin
-7.720659726944985,-7.7,-14.9,-0.5,1.0637104362962535,C1_background_17.bin
-7.718966414584697,-7.7,-15.899999999999999,-0.10000000000000053,1.0555532484288774,C1_background_18.bin
-7.735631887782449,-7.7,-15.7,0.2999999999999998,1.0734683162400547,C1_background_19.bin
-7.727851243901304,-7.7,-15.3,-0.2999999999999998,0.9745102805390644,C1_background_2.bin
-7.729935780704698,-7.7,-15.3,0.7000000000000002,1.0636718411356012,C1_background_20.bin
-7.735803867319321,-7.7,-15.7,0.2999999999999998,1.0465665153050914,C1_background_21.bin
-7.730752133442364,-7.7,-16.1,1.1000000000000005,1.076476614523313,C1_background_22.bin
-7.729856871740642,-7.7,-15.3,1.8999999999999995,1.0713765052332453,C1_background_23.bin
-7.730625199022609,-7.7,-15.899999999999999,-0.2999999999999998,1.0938002608603619,C1_background_24.bin
-7.729532374877789,-7.7,-16.1,0.2999999999999998,1.0696853285265453,C1_background_25.bin
-7.729264084399988,-7.7,-15.3,0.09999999999999964,1.074299817878121,C1_background_26.bin
-7.72855592395295,-7.7,-14.9,-0.2999999999999998,1.0232465718741441,C1_background_27.bin
-7.723327289980141,-7.7,-16.1,0.09999999999999964,1.0245430278729586,C1_background_28.bin
-7.736089399755808,-7.7,-16.3,-0.10000000000000053,1.0138101254718461,C1_background_29.bin
-7.726531794011801,-7.7,-14.9,0.09999999999999964,1.0008489740427544,C1_background_3.bin
-7.722438749041879,-7.7,-14.9,-0.10000000000000053,1.0269606690502113,C1_background_30.bin
-7.72382238622307,-7.7,-15.7,-0.2999999999999998,1.0274727120089793,C1_background_31.bin
-7.72775125254229,-7.7,-15.100000000000001,0.4999999999999991,1.0350824962432998,C1_background_32.bin
-7.721676062400687,-7.7,-15.100000000000001,0.7000000000000002,1.0161851665530282,C1_background_33.bin
-7.728339019312601,-7.7,-15.7,1.1000000000000005,1.0376170712570971,C1_background_34.bin
-7.72804454586041,-7.7,-15.100000000000001,-0.10000000000000053,1.0685103216809966,C1_background_35.bin
-7.7320979063221635,-7.7,-15.100000000000001,-0.10000000000000053,1.0558855247776002,C1_background_36.bin
-7.7267237958232124,-7.7,-16.1,-0.10000000000000053,1.0882138935256367,C1_background_37.bin
-7.734476436523191,-7.7,-15.899999999999999,-0.10000000000000053,1.067391621504531,C1_background_38.bin
-7.7252051633065495,-7.7,-16.9,0.2999999999999998,1.0764682985461984,C1_background_39.bin
-7.720674268596915,-7.7,-15.3,-0.2999999999999998,1.0104162004142265,C1_background_4.bin
-7.731151478807993,-7.7,-15.5,0.2999999999999998,1.0676710142537413,C1_background_40.bin
-7.739311265759792,-7.7,-15.3,-0.7000000000000002,1.0286340139857413,C1_background_41.bin
-7.736794659873358,-7.7,-14.7,-0.2999999999999998,1.0466023034365866,C1_background_42.bin
-7.7312400488695525,-7.7,-16.5,-1.1000000000000005,1.0186123827542302,C1_background_43.bin
-7.730391452468998,-7.7,-15.3,-0.10000000000000053,1.0076962061301575,C1_background_44.bin
-7.732294788687995,-7.7,-16.9,-0.5,1.0270893218996489,C1_background_45.bin
-7.724481021043992,-7.7,-14.9,-0.7000000000000002,1.030324806045761,C1_background_46.bin
-7.722676636065846,-7.7,-15.100000000000001,-0.9000000000000004,1.0213942360126675,C1_background_47.bin
-7.734010643609112,-7.7,-15.3,-1.1000000000000005,1.0378751927527476,C1_background_48.bin
-7.726945320988458,-7.7,-15.3,0.4999999999999991,1.0137755271820492,C1_background_49.bin
-7.721893347084228,-7.7,-15.7,-0.10000000000000053,1.0547444686755323,C1_background_5.bin
-7.730126602382042,-7.7,-15.100000000000001,-0.2999999999999998,0.9969903009352957,C1_background_50.bin
-7.723004513312709,-7.7,-14.9,-1.1000000000000005,1.02533651737674,C1_background_51.bin
-7.71500130414816,-7.7,-14.9,-0.2999999999999998,1.0046813328248154,C1_background_52.bin
-7.720220557055274,-7.7,-15.5,-0.10000000000000053,1.056289816533778,C1_background_53.bin
-7.718084274373568,-7.7,-15.7,0.8999999999999995,1.0599944791378113,C1_background_6.bin
-7.719416105669608,-7.7,-15.3,0.09999999999999964,1.057996436931647,C1_background_7.bin
-7.734586849066057,-7.7,-17.5,0.7000000000000002,1.0634103090333629,C1_background_8.bin
-7.7104437064050355,-7.7,-15.3,0.09999999999999964,1.0620569392478099,C1_background_9.bin
-7.695098203155876,-7.7,-15.3,0.2999999999999998,1.0983865385995477,C1_background_day2_1.bin
-7.6859846678582695,-7.7,-18.3,-0.10000000000000053,1.1076100330250167,C1_background_day2_10.bin
-7.697708339667386,-7.7,-15.899999999999999,-0.10000000000000053,1.1090038919461693,C1_background_day2_11.bin
-7.708481283473809,-7.7,-16.1,0.2999999999999998,1.0968073336958069,C1_background_day2_12.bin
-7.691954586040971,-7.7,-15.899999999999999,-0.7000000000000002,1.0931945385464488,C1_background_day2_13.bin
-7.688179537195419,-7.7,-15.899999999999999,0.09999999999999964,1.120448532744788,C1_background_day2_14.bin
-7.698207996428377,-7.7,-16.1,0.7000000000000002,1.1246470886006845,C1_background_day2_15.bin
-7.69762815055789,-7.7,-15.5,0.7000000000000002,1.1106921806450911,C1_background_day2_16.bin
-7.694191620168063,-7.7,-15.5,-0.10000000000000053,1.116320817558525,C1_background_day2_17.bin
-7.6889996503602775,-7.7,-15.899999999999999,-0.5,1.1279282310875154,C1_background_day2_18.bin
-7.683134124036477,-7.7,-16.3,1.4999999999999991,1.1041365795499165,C1_background_day2_19.bin
-7.698611882309829,-7.7,-15.5,-0.7000000000000002,1.1038213687202862,C1_background_day2_2.bin
-7.680790817836906,-7.7,-15.5,-0.2999999999999998,1.0719188629647922,C1_background_day2_20.bin
-7.7006642754616905,-7.7,-15.899999999999999,0.8999999999999995,1.0859064025415228,C1_background_day2_21.bin
-7.705685285848486,-7.7,-16.5,0.09999999999999964,1.1054988932219996,C1_background_day2_22.bin
-7.700693258754206,-7.7,-16.5,0.09999999999999964,1.1049581337663097,C1_background_day2_23.bin
-7.709739966460191,-7.7,-15.7,-0.10000000000000053,1.1104753983351332,C1_background_day2_24.bin
-7.705536868988331,-7.7,-16.1,-0.10000000000000053,1.1031767281985014,C1_background_day2_25.bin
-7.693175724762338,-7.7,-16.1,0.2999999999999998,1.105547616574886,C1_background_day2_26.bin
-7.711625000600072,-7.7,-16.5,-0.5,1.0993250047506287,C1_background_day2_27.bin
-7.7096038309952055,-7.7,-15.3,0.4999999999999991,1.1083604929366335,C1_background_day2_28.bin
-7.702961336407822,-7.7,-16.3,-0.10000000000000053,1.0695383209175255,C1_background_day2_29.bin
-7.697844275109646,-7.7,-15.5,-0.5,1.0690880339850433,C1_background_day2_3.bin
-7.69357643028247,-7.7,-18.9,-0.5,1.060934392189356,C1_background_day2_30.bin
-7.713729639687063,-7.7,-16.1,-0.9000000000000004,1.1097173143129795,C1_background_day2_31.bin
-7.710165414791122,-7.7,-15.7,-0.2999999999999998,1.0786544456682998,C1_background_day2_32.bin
-7.697981050647344,-7.7,-15.5,0.09999999999999964,1.0690754025186107,C1_background_day2_33.bin
-7.707315391028418,-7.7,-15.7,-0.5,1.0972246982295666,C1_background_day2_34.bin
-7.705503565205011,-7.7,-16.3,-0.2999999999999998,1.0516643987435121,C1_background_day2_35.bin
-7.697420386955943,-7.7,-15.3,-0.5,1.104688108246503,C1_background_day2_36.bin
-7.70165280775896,-7.7,-15.5,0.4999999999999991,1.0701514182534309,C1_background_day2_37.bin
-7.709455994200941,-7.7,-17.1,0.09999999999999964,1.0831348261868332,C1_background_day2_38.bin
-7.723049918470732,-7.7,-15.899999999999999,-0.2999999999999998,1.0824651653687518,C1_background_day2_39.bin
-7.701374456138217,-7.7,-15.3,-0.5,1.0920561784696343,C1_background_day2_4.bin
-7.717150728322729,-7.7,-15.7,-0.7000000000000002,1.101445164929252,C1_background_day2_40.bin
-7.702277238694325,-7.7,-15.899999999999999,0.2999999999999998,1.1066874460207627,C1_background_day2_41.bin
-7.701612163141741,-7.7,-16.7,-0.5,1.0898055006386127,C1_background_day2_42.bin
-7.701858371110951,-7.7,-15.3,0.09999999999999964,1.138723268801825,C1_background_day2_43.bin
-7.714638842972555,-7.7,-16.1,-0.5,1.1223311571338137,C1_background_day2_44.bin
-7.707433264418835,-7.7,-17.9,-0.10000000000000053,1.127969816947249,C1_background_day2_45.bin
-7.713737900625513,-7.7,-15.899999999999999,0.09999999999999964,1.0836662086143645,C1_background_day2_46.bin
-7.7138067084420685,-7.7,-15.3,0.4999999999999991,1.1044886584077476,C1_background_day2_47.bin
-7.710483290901852,-7.7,-15.899999999999999,-0.10000000000000053,1.1162827314776282,C1_background_day2_48.bin
-7.709009423470509,-7.7,-15.3,-0.10000000000000053,1.1176148375258326,C1_background_day2_49.bin
-7.698965222449275,-7.7,-16.5,-0.10000000000000053,1.1593454347405474,C1_background_day2_5.bin
-7.717735954804457,-7.7,-16.1,-0.2999999999999998,1.1055206351855387,C1_background_day2_50.bin
-7.70571988977947,-7.7,-15.5,0.2999999999999998,1.112638755122933,C1_background_day2_51.bin
-7.71526713434646,-7.7,-18.7,0.4999999999999991,1.085021201209336,C1_background_day2_52.bin
-7.733062135858651,-7.7,-15.899999999999999,0.2999999999999998,1.1286096909323293,C1_background_day2_53.bin
-7.733062135858651,-7.7,-15.899999999999999,0.2999999999999998,1.1286096909323293,C1_background_day2_54.bin
-7.698527172686807,-7.7,-15.7,0.8999999999999995,1.1176541372686202,C1_background_day2_6.bin
-7.681457993628076,-7.7,-15.7,0.4999999999999991,1.0968487163758631,C1_background_day2_7.bin
-7.685232562419102,-7.7,-16.1,1.7000000000000002,1.1135671686870967,C1_background_day2_8.bin
-7.690993796895314,-7.7,-15.899999999999999,0.09999999999999964,1.085632150481,C1_background_day2_9.bin
-7.719139574255656,-7.7,-18.1,1.7000000000000002,1.3262480240112435,C1_corona_1.bin
-7.721358106280885,-7.7,-18.9,0.2999999999999998,1.3791369244698777,C1_corona_10.bin
-7.7311286362130796,-7.7,-18.7,0.4999999999999991,1.3708165158593373,C1_corona_100.bin
-7.737328700540388,-7.7,-17.7,0.4999999999999991,1.3175243714235954,C1_corona_101.bin
-7.740381087291508,-7.7,-17.3,0.2999999999999998,1.301752782628045,C1_corona_102.bin
-7.71607678632294,-7.7,-20.1,-0.10000000000000053,1.3066917570212366,C1_corona_103.bin
-7.729246162364043,-7.7,-17.7,1.2999999999999998,1.3633664728215917,C1_corona_104.bin
-7.728054406980634,-7.7,-17.9,-0.2999999999999998,1.3034686331170633,C1_corona_105.bin
-7.722263169096002,-7.7,-17.3,-0.5,1.2858492333025606,C1_corona_106.bin
-7.716096728588363,-7.7,-16.9,0.4999999999999991,1.3201762148494072,C1_corona_107.bin
-7.719714459562606,-7.7,-19.3,1.8999999999999995,1.4017141098646906,C1_corona_11.bin
