file,mean,std,min,max
C1_corona_34.bin,-7.72657513893579,1.3219304907007883,-17.7,-0.2999999999999998
C1_corona_35.bin,-7.722819972348849,1.3409881524947571,-17.7,0.09999999999999964
C1_corona_36.bin,-7.7193734808274375,1.3833957021413221,-18.3,1.7000000000000002
C1_corona_37.bin,-7.73028252009428,1.3863684237347669,-18.5,1.4999999999999991
C1_corona_38.bin,-7.714330447938878,1.3711058579787583,-18.5,1.2999999999999998
C1_corona_39.bin,-7.721514624061288,1.383053348128048,-18.3,2.7
C1_corona_4.bin,-7.726888434526164,1.3707460838362555,-17.5,0.2999999999999998
C1_corona_40.bin,-7.711526829447834,1.424956469581956,-17.1,0.8999999999999995
C1_corona_41.bin,-7.7158509606691235,1.412539904620246,-18.1,0.09999999999999964
C1_corona_42.bin,-7.721735849192449,1.3969389012838267,-17.9,-0.2999999999999998
C1_corona_43.bin,-7.7050249108298665,1.4014422343149588,-19.5,-0.2999999999999998
C1_corona_44.bin,-7.721578511318885,1.3841174839913228,-18.1,1.1000000000000005
C1_corona_45.bin,-7.7081480056134435,1.420017945793716,-18.7,0.8999999999999995
C1_corona_46.bin,-7.7128757826889105,1.3993839119881497,-17.9,0.4999999999999991
C1_corona_47.bin,-7.7051526653427915,1.401992307832011,-17.9,0.8999999999999995
C1_corona_48.bin,-7.708995921936722,1.3989327715251816,-19.1,0.09999999999999964
C1_corona_49.bin,-7.711554152551736,1.3904811179053875,-17.7,0.7000000000000002
C1_corona_5.bin,-7.714404256323504,1.3876385027749791,-18.1,2.3
C1_corona_50.bin,-7.716457009516277,1.398804746052982,-17.9,0.8999999999999995
C1_corona_51.bin,-7.701992946398714,1.4193847558735897,-18.1,0.7000000000000002
C1_corona_52.bin,-7.717525490895773,1.3989457404944932,-18.5,0.4999999999999991
C1_corona_53.bin,-7.702612896825067,1.4063054972924587,-18.1,0.7000000000000002
C1_corona_54.bin,-7.715990096474966,1.3460138190315754,-17.1,2.3
C1_corona_55.bin,-7.712609992495152,1.388696485646085,-17.7,-0.10000000000000053
C1_corona_56.bin,-7.715876443563997,1.3793801335045857,-18.3,1.7000000000000002
C1_corona_57.bin,-7.723504510112338,1.4022529892895659,-18.1,1.8999999999999995
C1_corona_58.bin,-7.717154148711284,1.3711740130395713,-17.7,1.4999999999999991
C1_corona_59.bin,-7.718612794413444,1.3306478820865288,-17.5,0.4999999999999991
C1_corona_6.bin,-7.713698656167344,1.3941141502405703,-18.9,0.7000000000000002
C1_corona_60.bin,-7.708062395888167,1.3947551397993259,-18.7,1.4999999999999991
C1_corona_61.bin,-7.710199978717584,1.390134940727153,-17.5,1.4999999999999991
C1_corona_62.bin,-7.7231817934517295,1.3422480943038941,-17.7,0.2999999999999998
C1_corona_63.bin,-7.717244058925093,1.3559413816836916,-17.9,0.4999999999999991
C1_corona_64.bin,-7.719556061568579,1.370634279892071,-17.5,1.7000000000000002
C1_corona_65.bin,-7.715431072969892,1.3707033580842554,-20.1,0.2999999999999998
C1_corona_66.bin,-7.730116221202721,1.322974721614257,-18.1,0.4999999999999991
C1_corona_67.bin,-7.731741825871414,1.421250877828489,-17.3,1.7000000000000002
C1_corona_68.bin,-7.726547635811415,1.4377717300047657,-17.7,0.7000000000000002
C1_corona_69.bin,-7.727841362778819,1.3715098747888521,-17.3,1.2999999999999998
C1_corona_7.bin,-7.712149300160512,1.392026552297609,-20.5,0.4999999999999991
C1_corona_70.bin,-7.714604359055189,1.3641953385829841,-17.3,0.7000000000000002
C1_corona_71.bin,-7.722904821987767,1.3766553574416238,-18.1,0.4999999999999991
C1_corona_72.bin,-7.708975619630384,1.4280467001671167,-17.7,1.2999999999999998
C1_corona_73.bin,-7.709344021480843,1.429659224122146,-18.1,1.4999999999999991
C1_corona_74.bin,-7.721960934762186,1.4395594232163909,-18.7,1.1000000000000005
C1_corona_75.bin,-7.727109099593708,1.437945295694635,-17.7,1.2999999999999998
C1_corona_76.bin,-7.724516345056799,1.4385846277600547,-17.7,0.8999999999999995
C1_corona_77.bin,-7.71114390594772,1.3272820838307,-17.7,0.4999999999999991
C1_corona_78.bin,-7.72113462089292,1.378031846415285,-17.7,1.1000000000000005
C1_corona_79.bin,-7.711852486442471,1.424550924380736,-18.7,1.4999999999999991
C1_corona_8.bin,-7.718388828970977,1.3895920966753428,-17.9,0.7000000000000002
C1_corona_80.bin,-7.699940313219582,1.3311751570469716,-17.1,0.7000000000000002
C1_corona_81.bin,-7.722216203760744,1.3432549083002427,-17.7,0.2999999999999998
C1_corona_82.bin,-7.714161408736037,1.3979725121933673,-17.5,0.7000000000000002
C1_corona_83.bin,-7.708280360648956,1.2829764223297566,-17.3,0.4999999999999991
C1_corona_84.bin,-7.706272012500619,1.3681250991697382,-17.3,1.7000000000000002
C1_corona_85.bin,-7.724978857598209,1.349360356394111,-17.3,0.4999999999999991
C1_corona_86.bin,-7.71048885153352,1.3014011920120685,-17.1,-0.10000000000000053
C1_corona_87.bin,-7.722268776725111,1.0702621030060888,-15.7,-0.7000000000000002
C1_corona_88.bin,-7.71646223010935,1.3606560678932147,-17.9,0.7000000000000002
C1_corona_89.bin,-7.716521636857948,1.309964004379891,-17.5,0.2999999999999998
C1_corona_9.bin,-7.728965730506986,1.41691539010621,-17.9,0.2999999999999998
C1_corona_90.bin,-7.715209987854615,1.406025820306265,-18.1,1.8999999999999995
C1_corona_91.bin,-7.718041049463216,1.3859920418777059,-17.9,0.09999999999999964
C1_corona_92.bin,-7.722633491164596,1.337882182845877,-17.3,1.1000000000000005
C1_corona_93.bin,-7.7228497757345185,1.3913459321400852,-17.7,1.1000000000000005
C1_corona_94.bin,-7.720549094377125,1.3929817672624363,-19.3,1.8999999999999995
C1_corona_95.bin,-7.72902543728967,1.4016422519206837,-18.5,0.7000000000000002
C1_corona_96.bin,-7.722959548204679,1.3479246399425635,-17.3,0.8999999999999995
C1_corona_97.bin,-7.726958182449516,1.3320007098415194,-19.1,1.1000000000000005
C1_corona_98.bin,-7.714218095175602,1.3950822266935816,-17.7,0.7000000000000002
C1_corona_99.bin,-7.721254894556035,1.4002594771401056,-18.3,-0.10000000000000053
C1_hv_bg_1.bin,-7.7146158603617385,1.0170322824685978,-15.3,0.7000000000000002
C1_hv_bg_10.bin,-7.719063285589234,1.0746393177934375,-14.9,0.2999999999999998
C1_hv_bg_100.bin,-7.725393824738492,1.0165884787278678,-17.5,-0.10000000000000053
C1_hv_bg_101.bin,-7.742999544748282,1.0449396982202939,-15.899999999999999,0.4999999999999991
C1_hv_bg_102.bin,-7.719641491273397,0.9813265025666752,-15.100000000000001,-0.10000000000000053
C1_hv_bg_103.bin,-7.711217794341436,1.0001303220063378,-15.7,-0.10000000000000053
C1_hv_bg_104.bin,-7.711160847872302,0.985609768462571,-16.7,0.09999999999999964
C1_hv_bg_105.bin,-7.707006975992486,0.9860305837964692,-15.7,0.09999999999999964
C1_hv_bg_106.bin,-7.710510674012567,0.9948884298759859,-15.100000000000001,-0.2999999999999998
C1_hv_bg_107.bin,-7.718089534971183,1.0033805256489892,-15.7,-0.2999999999999998
C1_hv_bg_11.bin,-7.711269680235688,1.078910838139934,-15.7,0.4999999999999991
C1_hv_bg_12.bin,-7.735867214515572,1.0902771032435763,-16.1,-0.10000000000000053
C1_hv_bg_13.bin,-7.7285605844824,1.049673280477432,-16.1,1.1000000000000005
C1_hv_bg_14.bin,-7.728502777915574,0.9569684809511735,-14.9,0.09999999999999964
C1_hv_bg_15.bin,-7.7225927265337395,1.0228083592976416,-15.100000000000001,0.2999999999999998
C1_hv_bg_16.bin,-7.731412408449593,1.048732119469041,-19.9,-0.2999999999999998
C1_hv_bg_17.bin,-7.732387879263093,0.9961012420277919,-15.899999999999999,-0.5
C1_hv_bg_18.bin,-7.738453788350363,1.006094466252175,-15.3,0.09999999999999964
C1_hv_bg_19.bin,-7.736789379273477,1.004231325301379,-15.5,-0.5
C1_hv_bg_2.bin,-7.715476418121095,0.9869951652393144,-15.3,0.2999999999999998
C1_hv_bg_20.bin,-7.721063032760505,1.0175775959496787,-15.5,-0.2999999999999998
C1_hv_bg_21.bin,-7.7234290415391245,1.081355611375428,-15.5,-0.2999999999999998
C1_hv_bg_22.bin,-7.732518394089574,1.0669390328142982,-15.100000000000001,0.09999999999999964
C1_hv_bg_23.bin,-7.723234859480026,1.057826464346884,-15.7,1.1000000000000005
C1_hv_bg_24.bin,-7.723234859480026,1.057826464346884,-15.7,1.1000000000000005
C1_hv_bg_25.bin,-7.728623651646823,0.9786060141455502,-15.5,-0.10000000000000053
C1_hv_bg_26.bin,-7.7265386547912,1.059504399916263,-15.5,0.09999999999999964
C1_hv_bg_27.bin,-7.704242061898237,1.0486169239649819,-14.9,-0.2999999999999998
C1_hv_bg_28.bin,-7.7212409729745435,1.0767230045303666,-16.3,-0.10000000000000053
C1_hv_bg_29.bin,-7.718938731439879,1.0714647778504356,-15.5,0.09999999999999964
C1_hv_bg_3.bin,-7.719250306834858,1.014647767518597,-15.899999999999999,0.4999999999999991
C1_hv_bg_30.bin,-7.721668541546303,1.0297653941505824,-16.9,0.09999999999999964
C1_hv_bg_31.bin,-7.717723113345664,1.0801283189808317,-16.1,0.09999999999999964
C1_hv_bg_32.bin,-7.712471096716579,1.0314656207927761,-15.899999999999999,0.09999999999999964
C1_hv_bg_33.bin,-7.72857018557308,0.9984696318813923,-15.5,0.09999999999999964
C1_hv_bg_34.bin,-7.717238918341126,1.011084056697696,-15.3,-0.10000000000000053
C1_hv_bg_35.bin,-7.719428367062493,0.9911063604797438,-15.100000000000001,-0.7000000000000002
C1_hv_bg_36.bin,-7.719848254761745,0.9905417713498446,-15.3,-0.5
C1_hv_bg_37.bin,-7.727492803182446,1.0283809815918281,-15.5,-0.10000000000000053
C1_hv_bg_38.bin,-7.72807092885752,1.0314599403751972,-15.7,0.09999999999999964
C1_hv_bg_39.bin,-7.719992351131089,1.0338107075077478,-14.9,-0.2999999999999998
C1_hv_bg_4.bin,-7.720872271090003,1.0049844820126776,-16.3,0.7000000000000002
C1_hv_bg_40.bin,-7.717003151558005,1.016954515403971,-25.5,9.7
C1_hv_bg_41.bin,-7.720230618198235,1.044583903690702,-16.1,0.4999999999999991
C1_hv_bg_42.bin,-7.734388086486633,1.0685131132875407,-15.7,-0.2999999999999998
C1_hv_bg_43.bin,-7.717131966191356,1.0221740139859319,-16.3,-0.2999999999999998
C1_hv_bg_44.bin,-7.71221064712951,1.121588877206468,-16.1,0.09999999999999964
C1_hv_bg_45.bin,-7.720100043364925,1.091362859929271,-15.899999999999999,0.09999999999999964
C1_hv_bg_46.bin,-7.738695695831049,1.1247789257106728,-15.3,0.8999999999999995
C1_hv_bg_47.bin,-7.722169878498192,1.0335270762624793,-15.899999999999999,0.09999999999999964
C1_hv_bg_48.bin,-7.722451410480227,0.977918680639237,-15.3,-0.7000000000000002
C1_hv_bg_49.bin,-7.708916572922685,1.148323800206547,-15.899999999999999,-0.10000000000000053
C1_hv_bg_5.bin,-7.718615054670211,1.0394963866677707,-15.899999999999999,-0.10000000000000053
C1_hv_bg_50.bin,-7.71617219716161,1.1223372474242312,-17.3,-0.2999999999999998
C1_hv_bg_51.bin,-7.7166548719934696,1.0597999828004299,-16.5,0.8999999999999995
C1_hv_bg_52.bin,-7.717275862537975,1.0496586192908453,-15.5,-0.9000000000000004
C1_hv_bg_53.bin,-7.698979524073926,1.112955628803549,-15.7,-0.10000000000000053
C1_hv_bg_54.bin,-7.710565620254463,1.087396967369311,-16.3,0.4999999999999991
C1_hv_bg_55.bin,-7.707564479324848,1.0423055925690006,-15.3,0.2999999999999998
C1_hv_bg_56.bin,-7.702047472592894,1.0861785266570843,-15.100000000000001,0.4999999999999991
C1_hv_bg_57.bin,-7.7132351235100325,1.045151622228174,-15.899999999999999,0.09999999999999964
C1_hv_bg_58.bin,-7.720642825024933,1.0164457021262054,-14.9,-1.1000000000000005
C1_hv_bg_59.bin,-7.7183793278916575,1.0061498338810966,-14.9,-0.10000000000000053
C1_hv_bg_6.bin,-7.72266809509561,1.0760761598558415,-16.1,0.2999999999999998
C1_hv_bg_60.bin,-7.7292970481446694,1.0264814760775267,-14.9,0.7000000000000002
C1_hv_bg_61.bin,-7.719526498210195,1.0397322297970681,-15.7,-0.5
C1_hv_bg_62.bin,-7.711804460986765,1.041560078533523,-15.3,-0.10000000000000053
C1_hv_bg_63.bin,-7.712988695515812,1.0362195708764221,-15.3,-0.5
C1_hv_bg_64.bin,-7.710882596262945,1.0454153123123038,-14.9,-0.2999999999999998
C1_hv_bg_65.bin,-7.71902252095838,1.0337106350209253,-15.100000000000001,0.09999999999999964
C1_hv_bg_66.bin,-7.722526078962587,1.03112295221375,-15.5,0.7000000000000002
C1_hv_bg_67.bin,-7.717310186437188,1.0223221271578262,-15.7,-0.7000000000000002
C1_hv_bg_68.bin,-7.71702331384846,1.0637282661144944,-15.3,0.2999999999999998
C1_hv_bg_69.bin,-7.711861707489979,1.062910522456251,-16.9,1.1000000000000005
C1_hv_bg_7.bin,-7.730473741817062,1.0796010178355815,-15.899999999999999,-0.10000000000000053
C1_hv_bg_70.bin,-7.7083147645572625,1.0631268483393488,-15.100000000000001,0.8999999999999995
C1_hv_bg_71.bin,-7.707400340678697,1.0454702687773405,-15.3,0.09999999999999964
C1_hv_bg_72.bin,-7.710842451702515,1.0563571023744687,-14.9,0.7000000000000002
C1_hv_bg_73.bin,-7.707119388762564,1.0420567970598251,-15.3,0.2999999999999998
C1_hv_bg_74.bin,-7.707119388762564,1.0420567970598251,-15.3,0.2999999999999998
C1_hv_bg_75.bin,-7.716555100659426,1.0488757732566365,-15.7,-0.5
C1_hv_bg_76.bin,-7.719685076224652,1.0630160403995255,-15.5,-0.10000000000000053
C1_hv_bg_77.bin,-7.70881156099333,1.0116330518601124,-15.7,-0.5
C1_hv_bg_78.bin,-7.714153527840756,1.0211161367081532,-15.7,-0.2999999999999998
C1_hv_bg_79.bin,-7.718803996133966,1.0439565337297345,-16.3,0.09999999999999964
C1_hv_bg_8.bin,-7.706955610157305,1.083710428129831,-16.5,0.09999999999999964
C1_hv_bg_80.bin,-7.711850426208418,1.0256870041074686,-15.7,-0.2999999999999998
C1_hv_bg_81.bin,-7.710886536710578,1.0273637889744127,-15.3,0.2999999999999998
C1_hv_bg_82.bin,-7.721130260397592,1.0612743108432698,-15.5,-0.2999999999999998
C1_hv_bg_83.bin,-7.712781211945671,1.0209803856717865,-15.5,0.4999999999999991
C1_hv_bg_84.bin,-7.714290203367106,1.0911236849540682,-16.3,-0.2999999999999998
C1_hv_bg_85.bin,-7.716460349895741,1.0009382583020485,-16.3,0.09999999999999964
C1_hv_bg_86.bin,-7.720012813455618,1.0293435060535945,-15.3,0.4999999999999991
C1_hv_bg_87.bin,-7.708579034578325,0.9990260413778037,-15.3,-0.10000000000000053
C1_hv_bg_88.bin,-7.704596922210365,1.003086295886471,-15.7,-0.5
C1_hv_bg_89.bin,-7.70919036402538,1.0104109720751382,-15.3,0.2999999999999998
C1_hv_bg_9.bin,-7.714378633412751,1.0863365357118588,-16.3,-0.10000000000000053
C1_hv_bg_90.bin,-7.72067394856056,1.0021957732061741,-15.5,0.8999999999999995
C1_hv_bg_91.bin,-7.708770556335206,1.0069258409039474,-15.3,-0.2999999999999998
C1_hv_bg_92.bin,-7.727034931168186,1.019977827125266,-14.9,0.7000000000000002
